STA_SEQ,Station_Name,Proximity_Landmark,YLat,XLong
16651,FARMINGTON RIVER,TBD,41.78,-72.9214
16652,FARMINGTON RIVER,TBD,41.8936,-72.9811
16653,FAWN BROOK,End of Slocum Rd. DS of bridge,41.6628,-72.3947
16654,FENCE CREEK,North of Rte 1 (Tidal just above salt wedge),41.2783,-72.5881
16655,FENN BROOK,DS Bassett Rd,41.6553,-73.1333
16656,FENN BROOK,US Rte 67,41.5669,-73.3255
16657,FENTON RIVER,1.4 KM US of rte 89 access from dirt rd left off wormwood hill,41.7831,-72.2031
16658,FENTON RIVERTributary to,DS of hanks hill rd,41.8031,-72.2275
16659,FENTON RIVERTributary to,DS of wildwood rd,41.807,-72.2019
16660,FISHERS BROOK,US of confluence with fenton river,41.8208,-72.2278
16661,Fishtown Brook,US of footbridge behind Cutler Middle School,41.3467,-71.9964
16662,FIVEMILE RIVER,US King Highway,41.0878,-73.4522
16663,FIVEMILE RIVER,Parallel to Indian Rock Rd US driveway for # 108,41.1697,-73.5078
16664,FIVEMILE RIVER,50 M ds of RR bridge 700 m US Dayville Brook,41.837146,-71.88528
16665,FOLLY BROOK,15 m DS of Crest Rd culvert,41.7078,-72.6797
16666,Folwix Brook,US of benjamin rd,41.5317,-72.0044
16667,FOOTE SAWMILL BROOK,South of Rte 94 crossing,41.6906,-72.4497
16668,Ford Brook,at cul de sac at end of great plain rd,41.5072,-72.1114
16669,Fort Hill Brook,US of WPCF access rd bridge off midway oval,41.3381,-72.02
16670,FOURMILE BROOK,US Halladay Ave,42.008911,-72.633219
16671,FOURMILE BROOK,Parallel to Great Hill Rd,41.3847,-73.1192
16672,Fourmile Brook,US of access rd through Yale forest at NE corner of national guard reserve,41.3781,-72.2561
16673,Fourmile River,DS of colchester rd,41.3183,-72.2564
16674,FOX BROOK,100 M DS Newfield Rd,41.8892,-73.1369
16675,FOX BROOK,Upstream Rte 4 (Fox Hill Preserve),41.8356,-73.2155
16676,Fox Brook,US of rte 163,41.4656,-72.1583
16677,FRAZER BROOK (Fraser Brook),W of Rte 85,41.4731,-72.2606
16678,FRESHWATER BROOK,US Palomha Dr. Channelized storm drain,41.9922,-72.5719
16679,Fry Brook,parallel to DOT parking lot DS of rte 14A,41.6831,-71.9058
16680,Fuller Brook,US of confluence with little river,41.8008,-72.0575
16681,FULLING MILL BROOK,Parallel to Rte 68,41.5033,-73.0355
16682,FURNACE BROOK,US of rte 19 150 M below colburn rd,41.9928,-72.265
16683,FURNACE BROOK TRIB.,DS of Furnace ave,41.9767,-72.2944
16684,Gardner Brook,500 M US of Scott Hill Rd,41.5389,-72.2
16685,Gardner Brook,US of bishop rd,41.5428,-72.1739
16686,Gardner Brook,100 m US of gager rd,41.5497,-72.1711
16687,GARNETT BROOK,DS Rte 44,41.9975,-73.4067
16688,GEROW BROOK,100 M DS of Quaker Rd,41.4953,-73.5303
16689,GIFFORDS BROOK,US of rte 87 170 M below confluence with dam brook,41.692,-72.2979
16690,Gillette Brook,DS of Colchester rd,41.5714,-72.2256
16691,GINGER BROOK,DS of Spaulding Rd in State Park,42.0419,-73.2289
16692,Glade Brook,Downstream of Clark Falls Road,41.45762,-71.80848
16693,GLEN BROOK,Parallel to Wagon Wheel Rd,41.545,-73.4833
16694,GODFREY BROOK,Above Godfrey Rd,41.2336,-73.3911
16695,GOFF BROOK,At 1st bridge on Goff Bk Rd. 1 mile DS STP,41.6806,-72.6411
16696,GOODHILL BROOK (Good Hill Brook),US of Grassy Hill Rd,41.5408,-73.2342
16697,GOODWIN BROOK,100 M DS of state forest access rd off morey rd,41.8225,-72.0978
16698,GOODWIVES RIVER,Below Grannaston Lane,41.0761,-73.4669
16699,GRAVELLY BROOK,100 M DS of rte 169,41.9839,-71.9939
16700,GREAT BROOK,Off Wig Rd,41.4081,-72.46
16701,GREAT BROOK,Adjacent to North end of Center Cemetary,41.5881,-73.4019
16702,Great Brook,off gales ferry rd DS confluence with overflow channel,41.3906,-72.0397
16703,Great Brook diversion,DS of rte 214,41.4436,-72.0367
16704,Great Meadow Brook,DS of Mason Gray Pond,41.6,-71.8375
16705,GREEN BROOK,DS of south river rd,41.86,-72.3114
16706,GREEN RIVER TRIB,End of Champion Hill Rd.,41.5828,-72.5275
16707,GREENWICH CREEK,US Deadend road for skating rink,41.0467,-73.6119
16708,GREENWOOD BROOK,200 M DS of Rte 37,41.5694,-73.5072
16709,GRIMES BROOK,Upstream of Great Pond Road,41.8822,-72.8178
16710,GUINEA BROOK,US of Rte 4,41.8208,-73.3831
16711,GUINEA BROOK,US West Wood Road #2 at second crossing US from RTE 4,41.82,-73.4453
16712,GULF BROOK,US of logging road off kinney hollow rd 75 M above myers pond,41.9806,-72.1408
16713,GULF STREAM,Off Gulf Rd,41.9792,-72.4219
16714,GULF STREAM,US Town Farm Rd,41.79,-73.1669
16715,GULF STREAM,100 M US lower Rte 202 crossing,41.79,-73.1303
16716,Haleys Brook,US Quaker farm rd braided marshy area,41.3963,-72.0077
16717,Haleys Brook,700 M US whitford brook confluence at old gravel pit,41.3867,-71.9681
16718,HALFWAY RIVER,Rte 34 pulloff 0.25 miles US Great Quarter Rd,41.3886,-73.1936
16719,HAMILTON RESERVOIR TRIB.,50 M Ds of rte 84 off dirt rd at end of entrance ramp,42.0228,-72.1481
16720,HAMMONASSET RIVER,25 m us high water mark of Hammon. Res.,41.3842,-72.6144
16721,HAMMONASSET RIVER,TBD,41.3278,-72.6122
16722,Hammonasset River,US of chestnut hill rd,41.3278,-72.6122
16723,Hammonasset River,at old mill site 1 KM above chestnut hill rd,41.3331,-72.6153
16724,HANCOCK BROOK,US of Suffield Rd Bridge adjacent to gravel pit,41.5989,-73.045
16725,HANCOCK BROOK,US of Townline Rd,41.6594,-72.9875
16726,HART BROOK,US of confluence with NNT below East Street,41.8897,-73.2058
16727,HARVEY PETE BROOK,US of Thompson St,41.3125,-73.1939
16728,HATCHERY BROOK,DS of Norton Rd across from Lions Pool,41.6131,-72.7778
16729,HAVILAND BROOK,Above Bridge in Chestnut Park,41.125,-73.5692
16730,HAWLEY BROOK,US Country Side Park off Huckleberry Hill Rd,41.7875,-72.9094
16731,HAWLEYS BROOK,SW of Saugatuck Reservoir off Hawley's Rd,41.2458,-73.3439
16732,HEFFERS BROOK,US Upper Rte 128 Crossing,41.8697,-73.3286
16733,HEMLOCK BROOK,US of wrights mill rd,41.7769,-72.3658
16734,Hempstead Brook,US of Buddington rd,41.3722,-72.0456
16735,HERRIDEAN BROOK,DS of Rte 179,41.9839,-72.1019
16736,HESSEKY BROOK,US confluence with pomperaug river,41.5411,-73.2228
16737,Hetchel Swamp Brook,DS of wyassup hill rd,41.4958,-71.8494
16738,Hewitt Brook,US of rte 2,41.4925,-72.0122
16739,HILL BROOK,US West Morris Rd,41.7125,-73.2472
16740,HOADLEY CREEK TRIB,Below Rte 95,41.297009,-72.731938
16741,HOCKANUM BROOK,Off Blackberry Hill Rd at end of dirt rd,41.44,-73.035
16742,HOCKANUM RIVER,Between Rte 30 and Rte 84,41.8133,-72.5147
16743,Hockanum River,from chinese restaurant to fitness club parking lot,41.8111,-72.5158
16744,HOG POND BROOK,40 M DS Chestnut Hill Rd,41.325,-72.6119
16745,HOLLENBECK RIVER,Parallel to Rte 126 above field,41.9475,-73.33
16746,HOLLENBECK RIVER,25 M US confluence with Brown's Brook,41.9258,-73.2814
16747,HOLLENBECK RIVER,DS Upper Rte 43 Crossing at Picnic area,41.8992,-73.2819
16748,HOP BROOK,Parallel to Regan Rd across from # 284,41.5303,-73.1028
16749,HOP RIVER,50 M US of theims brook confluence,41.7317,-72.3175
16750,HOPP BROOK,US of Hop Brook Rd,41.4097,-73.0367
16751,Horse Brook,DS of Pickett Rd,41.7025,-71.9131
16752,HORSE TAVERN BROOK,150 M US Cul de Sac on Indian Rd,41.2378,-73.2278
16753,HORSENECK BROOK,Below Driveway for Eaglehill School,41.0319,-73.6417
16754,HOUSATONIC RIVER,1 mile South of Squash Hollow Bk,41.615,-73.4519
16755,HOUSATONIC RIVER,Below Derby Dam in Tidal Area,41.325,-73.1022
16756,HOUSATONIC RIVER,Adj Route 44 at Deer Street,42.015731,-73.352424
16757,HOUSATONIC RIVER,GUNNS EDDY - 200 M US of Powerline at Gunn's Eddy,41.6583,-73.4983
16758,HOWELL'S BROOK,DS of JCT of Mill St and Pond Hill Rd.,42.0078,-73.0042
16759,Hoxie Brook,DS of hoxie rd,41.60691,-72.202622
16760,HUBBARD BROOK,At Dirt Rd off Old Main Street,41.6942,-72.6106
16761,Hubbard Brook Unnamed tributary to,50 M US Aircraft Rd Bridge,41.522465,-72.569018
16762,HUMISTON BROOK,200 M DS Knife Shop Rd,41.6972,-73.1017
16763,HUNGARY BROOK,at Griffen Road,41.9678,-72.7864
16764,HUNGARY BROOK,adjacent  to Quarry Rd 100 m past bridge and just below Phelps road,41.9956,-72.7689
16765,HUNGERFORD BROOK,200 M DS crossing with Rte 82,41.432,-72.4067
16766,Hunter Brook,200 M US of Shetucket River DS of RTE 12,41.5522,-72.05
16767,Hunts Brook,150 M US of waterford town line,41.4219,-72.155
16768,Hunts Brook Tributary to (Miller Pd),US of colchester rd,41.42,-72.1319
16769,Hunts BrookTributary to,200 M US Hunts brook confluence,41.4242,-72.1578
16770,HURDS BROOK,US of Barn Hill Rd,41.36,-73.1903
16771,Indian Hollow Brook,DS of Jerusalem rd,41.6708,-72.1339
16772,INDIAN RIVER,Parallel to Rte 81 0.5 miles US Silver Birch Lane,41.3311,-72.5522
16773,INDIAN RIVER,US of power lines off Lambert Rd,41.2742,-73.0175
16774,Indiantown Brook,300 M US Shewville Bk confluence,41.482,-71.98
16775,Mattabesset River,upstream Willow Brook confluence,41.634,-72.7489
16776,ISLAND BROOK,100 M US bridge in cemetary,41.2008,-73.1975
16777,IVY BROOK,Parallel to Constitution Blvd,41.2922,-73.085
16778,IVY MOUNTAIN BROOK,100 M US Pie Hill Rd,41.827,-73.205
16779,JACKS BROOK,US of Rte 67,41.5356,-73.2806
16780,JACKS BROOK,Parallel to Greenbriar Rd,41.4603,-73.1208
16781,JAKES BROOK,200 M US Rte 272,41.8639,-73.1719
16782,JAWBUCK BROOK,DS of Brook Rd,42.012395,-72.553002
16783,JEREMY BROOK,Upper Crossing on Jeremy Swamp Rd,41.4528,-73.1717
16784,JEREMY RIVER,End of Grayville Rd. North of Bridge,41.615,-72.3722
16785,JERICHO BROOK,40 M US Rte 8,41.6328,-73.043
16786,Jordan Brook,600 m DS rte 95 parallel to dirt road along abandoned airport,41.3605,-72.1474
16787,Jordan BrookTributary to,Parallel to rte 1 200 m US of fog plain rd,41.3485,-72.1504
16788,KEELER BROOK,Above Flax Hill Rd,41.092,-73.4397
16789,KETCH BROOK,US of RR bridge,41.8858,-72.5514
16790,KINNEY TOWN BROOK,Parallel to Bungay Rd,41.3714,-73.0933
16791,KITT BROOK,50 M US of elmdale rd,41.6806,-71.9781
16792,KOHANZA BROOK,200 M US pond at Ridgewood golfcourse,41.4067,-73.4756
16793,Koistenen Brook,US of sand hill rd,41.5172,-71.8347
16794,LABONTE BROOK,US of N River Rd,41.8942,-72.3014
16795,LAKE WARAMAUG BROOK (Sucker Brook),150 M US North Shore Rd,41.7069,-73.3456
16796,Lathrop Brook,Under Dow rd,41.6697,-71.8978
16797,Lathrop BrookTributary to,US of spaulding rd,41.6603,-71.8858
16798,LEADMINE BROOK,20 M US Swimming Hole Rd,41.7539,-73.0633
16799,LEADMINE BROOK,800 M US Rte 222,41.7153,-73.0608
16800,LEADMINE BROOK,1 KM US Rte 222,41.7167,-73.0611
16801,LEADMINE BROOK,TBD,41.7308,-73.0544
16802,LEBANON BROOK,15 M DS of Pole Bridge rd,42.0153,-72.0578
16803,Lee BrookTributary to,US of Gallop Hill Rd,41.4342,-71.9864
16804,LEWIS ATWOOD BROOK,US of Rte 6,41.5978,-73.1508
16805,LEWIS BROOK,US of Castle Meadow Rd,41.3456,-73.2969
16806,Lisbon Brook,US of rte 12,41.5706,-72.0097
16807,Lisbon Brook,from quinebaug river to route 12,41.5694,-72.0097
16808,Lisbon BrookTributary to,from lisbon brook US to first trib above rte 12,41.571025,-72.010914
16809,Little River,100 m DS of Downing Brook confluence,41.7111,-72.0553
16810,Little River,200 M DS Versailles Pond,41.5972,-72.0439
16811,Little River (upper),US of Hammon hill rd,41.7933,-72.0508
16812,Little RiverTributary to,US of sand hill rd,41.7575,-72.0478
16813,LONG BRANCH BROOK,30 M US of wagher rd,42.010704,-71.877743
16814,LONG BROOK,US of Day st,41.8133,-71.9122
16815,LONG HILL BROOK,150 M DS Rte 17 crossing,41.5267,-72.6619
16816,Millstone Brook,Parallel to gardners wood rd,41.3219,-72.1572
16817,LONG SWAMP BROOK,Of Rte 64 at end of Bristol Park,41.5389,-73.0978
16818,LOON BROOK,50 m US Rte 183,41.9906,-73.0989
16819,Lowden Brook,700 m US of Mount Misery Brook confluence,41.6064,-71.8597
16820,LYONS SWAMP OUTFLOW,US Sport Hill Rd,41.2978,-73.3206
16821,MACEDONIA BROOK,US of wooden bridge at Upper Hickory campsite,41.7753,-73.4947
16822,MAD RIVER,TBD,41.9367,-73.1019
16823,MAD RIVER,TBD,41.9342,-73.0978
16824,Main Brook,DS of watson rd above gas line crossing,41.491831,-71.969321
16825,MALLORY BROOK,US of Wyant Rd (at mouth),41.6428,-73.3144
16826,MARSH BROOK,US of Rte 83,41.8992,-72.4592
16827,MARY BROWN BROOK,Above pond approx 100 M US of rte 44,41.9172,-71.8239
16828,MASHAMOQUET BROOK Tributary to,Adjacent to bull brook rd 300 m US of rte 97,41.8767,-71.9967
16829,MASHENTUCK BROOK,US of Valley Road,41.835,-71.8439
16830,MASON BROOK,10 M US of fenton river,41.835,-72.2464
16831,MAY BROOK,300 M South of state line,42.0269,-72.1789
16832,MAY BROOK Tributary to,50 M above confluence with may brook,42.0286,-72.1758
16833,McCarthys Brook,DS of Baltic Rd,41.5975,-72.1275
16834,MEADOW BROOK,Mill Hill Rd. DS of Bridge,41.58,-72.363
16835,MENUNKETESUCK RIVER,upstream of concrete bridge on iron works road,41.3169,-72.5208
16836,Merrick Brook,DS of beaver Bk confluence,41.6792,-72.11
16837,Merrick Brook,Parallel to brook rd extension,41.7378,-72.0828
16838,MERRYALL BROOK,US of Indain Trail,41.6508,-73.4453
16839,MERWIN BROOK,15 M DS Rte 133,41.4692,-73.3811
16840,METCALF BROOK,100 M us of weigold rd,41.8417,-72.3664
16841,MILL BROOK,Below Rte 305,41.8583,-72.6905
16842,MILL BROOK,50 M US Mill Lane,41.3342,-72.3228
16843,MILL BROOK,US West Woods Rd,41.8489,-73.4775
16844,Mill Brook,50 m DS Packers Road,41.6664,-71.95
16845,MILL BROOK,US of snake hill rd,41.7597,-72.2872
16846,MILL CREEK,Parallel to Park Road,41.4644,-72.5092
16847,MILL CREEK,DS Rte 154,41.4731,-72.4972
16848,MILL RIVER,DS Brookside Dr,41.1778,-73.2639
16849,MILL RIVER,Above Trinity Rd,41.1781,-73.5542
16850,MILL RIVER,at whitney road exit at park and ride,41.3781,-72.9039
16851,MILL RIVER,400 M DS Clark's Pond,41.4094,-72.8953
16852,Miller Brook,DS of swantown road,41.5292,-71.9328
16853,Miller Brook,US of YMCA footbridge off button rd,41.5139,-71.9225
16854,MINE BROOK,50 M DS Gadpouch Rd,41.5775,-72.5492
16855,MINOR POND OUTFLOW,US Minor Town Rd,41.7025,-73.0714
16856,MISERY BROOK,Downstream of Route 120,41.5753,-72.8647
16857,MOHAWK POND OUTFLOW,400 M US mouth,41.8017,-73.2886
16858,Mohegan Brook,US of massapeag rd,41.4539,-72.1036
16859,MONUMENT BROOK,US confluence with trib,42.0367,-73.4805
16860,MOODUS RIVER,Off Rte 151 at old factory,41.5111,-72.4375
16861,MOOSEHORN BROOK,at Moosehorn Road,41.97486,-72.872207
16862,MOOSEHORN BROOK,DS of Moosehorn Rd,41.6767,-73.1347
16863,MOOSEHORN BROOK,within Roxbury Land Trust E. Griffith Beardsley Preserve,41.5781,-73.3175
16864,MOOSUP RIVER,200 m below confluence with Quanduck Brook,41.7206,-71.8483
16865,MOOSUP RIVER,100 m DS of state line,41.6897,-71.7908
16866,MOOSUP RIVER,200 m DS of confluence with Cedar Swamp,41.697,-71.8231
16867,MOOSUP RIVER,US of Powerline Pool 500 m US Quinebaug River,41.7292,-71.9275
16868,Moosup River (Above STP),100 M DS rte 14 to STP outfall (Trout only),41.720516,-71.920503
16869,Moosup River (Fly area),US from powerline crossing 0.4 miles US confluence with quinebaug river,41.7292,-71.9275
16870,Moosup River (Fly area),from 0.6 km US quinebaug US 0.4 km,41.7289,-71.928
16871,Moosup River (Open area),from 1 mile US quinebaug river to STP outfall,41.7269,-71.9236
16872,Moscow BrookTributary to,US greenfall rd in pachaug SF 200 m from RI,41.5256,-71.7953
16873,MOUNT HOPE RIVER,US of rte 89,41.8814,-72.1639
16874,MOUNTAIN BROOK,20 M US Rte 219 by Roundhill Rd,41.9553,-72.8633
16875,MOUNTAIN BROOK,DS of Old RR bridge off Notch Rd,41.5214,-72.9419
16876,Mountain Brook,DS of Under the Mountain rd,41.6258,-72.1383
16877,MUDDY BROOK,at end of Madburn Rd. borders golf course,41.9889,-72.6561
16878,MUDDY BROOK,500 M DS of confluence with may brook,41.9761,-71.9697
16879,Muddy Gutter Brook,DS of Rte 16,41.5642,-72.5119
16880,MUDDY RIVER,400 M DS Mckenzie Reservoir,41.4339,-72.7817
16881,MUNGER BROOK,US of West Pond Rd behind Cumberland Farms,41.3403,-72.7536
16882,Myron Kinney Brook,50 m DS of Hodge Road,41.54,-71.8553
16883,Mystic River,from low tide mark to Whitford and Haleys brook confluence,41.3892,-71.9594
16884,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),Across from Gaylordsville cemetary,41.6314,-73.4822
16885,Natchaug River,from lathers park US through first riffle,41.7261,-72.1997
16886,Natchaug River,top of site 5240 to below rte 6 and channel bypass,41.7276,-72.1989
16887,Natchaug River,from rt 6 US,41.7325,-72.1942
16888,NATCHAUG RIVER,Started 50 M DS of stonehouse brook,41.7806,-72.1289
16889,NATCHAUG RIVER,200 M DS of rte 6-previously sampled in 5000s,41.7311,-72.196
16890,NATCHAUG RIVER (OLD CHANNEL),400 M DS of rte 6-previously sampled in 5000's,41.7309,-72.1937
16891,Natchaug River (original chan),DS of Rte 6 and US of new river channel,41.7309,-72.1937
16892,Darling Pond Brook,DS of N bear hill rd,41.7997,-72.123
16893,Naugatuck River,US of first riffle below old campville bridge abutments,41.717,-73.0878
16894,Naugatuck River,standard biennial site adjacent to rte 8,41.4558,-73.0636
16895,Naugatuck River,pool area at mouth of beacon hill brook,41.4686,-73.0536
16896,Naugatuck River,pools at spruce brook confluence,41.4219,-73.1075
16897,NECK RIVER,US Blinn Shed Rd,41.3231,-72.6461
16898,NEGRO HILL BROOK,W of Rte 69 in State Forest,41.7253,-72.9497
16899,NEPAUG RIVER,90 m US Rte 202 1st crossing from Nepaug Res.,41.8256,-72.973
16900,NEW CITY BROOK,Parallel to New City Rd 100 M US of 76 New city rd,41.9994,-72.2444
16901,West Branch Salmon Brook Unnamed tributary to,US Rte 219 in Enders Forest,41.955876,-72.877491
16902,NO NAME,TBD,41.9769,-73.0461
16903,NO NAME,TBD,41.7786,-72.99
16904,Farmington River Unnamed tributary to,US Satan's Kingdom Rd,41.842,-72.9531
16905,NO NAME,DS of Simsbury Rd,41.8103,-72.7589
16906,West Branch Salmon Brook Unnamed tributary to,upstream bridge crossing in Enders State Forest,41.9547,-72.8819
16907,NO NAME,Below Little Brook Rd,41.1494,-73.4808
16908,NO NAME,Between Rte 95 and Nod Rd,41.2889,-72.5494
16909,NO NAME,Below Burr Rd,41.4075,-72.6042
16910,NO NAME (BINNEY PARK),75 M N of RR tracks,41.0325,-73.5719
16911,NO NAME (SUCCESS LAKE OUTFLOW),50 M Below Success Lake,41.2081,-73.1641
16912,ASPETUCK RESERVOIR tributary to,200 yards above Aspetuck Reservoir,41.2486,-73.3144
16913,Chatfield Hollow Brook tributary to,5 M US Papermill Rd,41.335825,-72.592364
16914,SQUANTZ POND tributary to,In Squantz Pond State Park,41.51,-73.4786
16915,NONEWAUG RIVER tributary to,TBD,41.5744,-73.1858
16916,NONEWAUG RIVER tributary to,DS of Hickory Lane,41.6258,-73.1664
16917,NOB CROOK BROOK,Above Rte 107,41.2878,-73.3978
16918,NOD BROOK,DS Rte 44 behind Police Station,41.8103,-72.8389
16919,NOD BROOK,TBD,41.8119,-72.8336
16920,NORTH BRANCH BROWN BROOK,1 KM US mouth,41.9408,-73.2642
16921,NORTH BRANCH POOTATUCK BROOK,US of Huntingtown Rd,41.3772,-73.2839
16922,NORTH BROOK,Parallel to Ashpotag Rd 500 M US Rte 44,42.0097,-73.2181
16923,NORTH KENT BROOK,75 M DS confluence with Major trib off dirt rd,41.772,-73.4403
16924,NORTHFIELD BROOK,200 M US Flood Control Impoundment,41.6864,-73.0925
16925,NORWALK RIVER,PARALLEL TO RTE 7 AT TOWN LINE,41.1831,-73.4217
16926,Norwichtown Brook,US of case street parallel to medical center,41.5525,-72.1047
16927,NOTCH HILL BROOK,upstream of valley road off rte 22 near gas line,41.3172,-72.7572
16928,Obwebetuck Brook,US of rte 32,41.6911,-72.1806
16929,OCAIN BROOK,In Cow Field at power line off Rte 63,41.8964,-73.2653
16930,Oil Mill Brook,50 M US I95 at intersection of 95 north and oil mill rd,41.375558,-72.190655
16931,Oil Mill Brook,from head of tide US to first dam (trout only sample) Gurley Road,41.3731,-72.1915
16932,Old Stone Mill Brook,US of potash hill rd,41.62,-72.0383
16933,OWENS BROOK,Parallel to Owens Bk Rd 0.25 miles from JCTRte 10,41.8878,-72.8039
16934,Oxoboxo Brook,ds 50 m from oxoboxo dam rd,41.4831,-72.1905
16935,Pachaug River,US of Route 138 at Dam,41.5725,-71.873
16936,Pachaug River,DS Shetucket Tpke,41.5867,-71.8353
16937,PADANARAM BROOK,West of Padanaram rd 100 M US Rte 37,41.4247,-73.4747
16938,South Branch Park River,DS Newfield Ave overpass,41.7339,-72.7117
16939,PARMALEE BROOK,40 M DS Sawmill Rd,41.4542,-72.7011
16940,PATTACONK BROOK,DS of Wooden Bridge DS Pattaconk Reservoir,41.4078,-72.5219
16941,Pattagansett River,15 m US 95 crossing at dirt driveway,41.3579,-72.2157
16942,PATTEN BROOK,south of access rd off stafford rd,42.0028,-72.3825
16943,Pawcatuck River,DS of factory dam 600 M North of rte 1,41.3847,-71.833
16944,PEAKE BROOK,US of peake brook rd,41.9303,-71.9433
16945,Pease Brook,1500 m DS Hoxie brook confluence,41.595,-72.1922
16946,Pease Brook,At powerline DS of Goshen Hill rd,41.6175,-72.2208
16947,Peck Brook,US of Hanover rd,41.6769,-72.0492
16948,PEQUABUCK RIVER,TBD,41.6897,-72.8586
16949,PEQUABUCK RIVER,Rockwell Park,41.6708,-72.9669
16950,PEQUABUCK RIVER,US Northwest Rd,41.6897,-72.8586
16951,PEQUABUCK RIVER,US of Central St,41.6731,-72.8994
16952,PEQUABUCK RIVER,at Quinlan Veteran's Park,41.6728,-72.9006
16953,PEQUABUCK RIVER,TBD,41.675,-72.958
16954,PEQUABUCK RIVER,US Northeast ST,41.6897,-72.8586
16955,Pequabuck River,US of old dam site above washington st,41.6714,-72.8767
16956,Pequabuck River,DOT property above washington st above site 5244,41.6719,-72.8789
16957,Pequabuck River,DOT property above washington st above site 5245 heavy erosion,41.6725,-72.8786
16958,PEQUONNOCK RIVER,Meadow Section of Trumbull Basin Park,41.26,-73.2136
16959,PEQUONNOCK RIVER,Top of meadow in Trumbull Basin Park,41.2603,-73.2133
16960,Pequotsepos Brook,DS of Coogan blvd,41.3719,-71.9486
16961,PHELPS BROOK,50 M US mill dam on MDC property,41.7936,-72.9958
16962,PHELPS BROOK,USGS 01187830 at Mill Dam Road Near Collinsville,41.799811,-72.964813
16963,Phelps Brook,US of rte 2 to dam at hewitt pond,41.4672,-71.9144
16964,PHILO BROOK,DS Russell Rd bridge,42.0044,-72.6605
16965,PICKETT BROOK,100 M US Rte 8,41.7608,-73.113
16966,Pigeon Swamp Brook,DS of rte 32,41.6775,-72.1667
16967,PINE BROOK,West side of Cato Corner Rd.,41.5736,-72.3958
16968,PINE BROOK,Off Chestnut Hill Rd through septage lagoons,41.5425,-72.528
16969,Pine Swamp Brook tributary to,US of 108 christie hill rd,41.4245,-72.0758
16970,PINEWOOD LAKE OUTFLOW,Ds of Franklin St in Twin Brooks Park,41.2462,-73.1813
16971,PIPER BROOK,US Willard Ave bridge,41.7122,-72.7369
16972,PITCH BROOK,300 M US Pitch Reservoir,41.7067,-73.1619
16973,PODUNK RIVER,DS King Rd near Rte 291,41.805,-72.6211
16974,POGOND BROOK,Parallel and US of Old Bethel Rd,41.412,-73.366
16975,POLE BRIDGE BROOK,Between Rte 84 and Riverside Rd,41.4281,-73.2544
16976,Polly Brook,100 m south of lakes pond road,41.4039,-72.1842
16977,Polly Brook,200 m above yantic river confluence,41.5731,-72.2014
16978,POND BROOK,Parallel to Pond Brook Rd,41.4422,-73.3469
16979,POND MOUNTAIN BROOK,DS Pond Mountain Rd,41.7678,-73.4805
16980,PONSET BROOK,Off Dish Mill Rd,41.4797,-72.5578
16981,POOTATUCK RIVER,In Game Club Property end of access rd.,41.3931,-73.2683
16982,Poquetanuck Brook,US of head of tide,41.4872,-72.0425
16983,PUMKIN GROUND BROOK,100 M DS Chapel St Bridge,41.2322,-73.1244
16984,PURCHASE BROOK,Parallel to Little York Rd 100 M US parking lot,41.4686,-73.2911
16985,QUANDOCK BROOK,US of rte 12,41.7633,-71.9003
16986,QUANDUCK BROOK,US Gibson Hill Road,41.7306,-71.8028
16987,QUANDUCK BROOK,Adjacent to Transfer Station,41.8028,-71.7997
16988,Quinebaug River,350 m DS confluence with Moosup River,41.7292,-71.935
16989,Quinebaug River,150 m US confluence with Choate Brook,41.5564,-72.0167
16990,QUINEBAUG RIVER,250 m below STP access road parallel to I395,41.9,-71.9022
16991,QUINEBAUG RIVER TRIB.,Downstream of Route 169,41.7103,-71.9697
16992,QUINNIPIAC RIVER,Adjacent to Route 70 below island,41.5283,-72.8467
16993,Quinnipiac River,400 meters below RTE 150,41.4556,-72.8387
16994,RACE BROOK,DS of Rte 15,41.3058,-73.0139
16995,Railroad Brook,US tankerhoosen river DS Bread and Milk Road,41.827722,-72.448279
16996,RATLUM BROOK,DS of 2nd road crossing on Ratlum Bk Rd.,41.8928,-72.9383
16997,RAVEN BROOK,DS of Woodlawn Rd,41.2131,-73.1228
16998,RAYMOND BROOK,DS Rte 85 Bridge,41.6369,-72.3461
16999,RAYMOND BROOK,DS Grayville Rd,41.6128,-72.3681
17000,Red Brook,US of wells rd,41.3908,-71.973
17001,REED BROOK,US Wickwire Rd,41.9125,-73.3405
17002,RESERVOIR BROOK,E of Portland Reservoir In SF at Mulford Rd,41.619,-72.553
17003,ROARING BROOK,MDC property. Above access road to Wier,41.7831,-72.8886
17004,ROARING BROOK,50 M US Cold Bk Rd DS of MDC Pump Reservoir,41.6739,-72.5578
17005,ROARING BROOK,30 M DS Rte 82,41.4219,-72.4044
17006,ROARING BROOK,Old Coop Sawmill Rd,41.7153,-72.5061
17007,ROARING BROOK,Parallel to Rte 82 Bridge,41.4397,-72.4778
17008,ROARING BROOK,10 M DS Pond at #462 Mountain Rd,41.9844,-73.2394
17009,ROARING BROOK,75 M below village hill rd to 75 M above bridge,41.9047,-72.2825
17010,ROARING BROOK,DS of satori rd,42,-72.2108
17011,ROBBINS BROOK,DS of Quadduck Farm rd dam at 45 meters,41.9822,-71.8069
17012,ROCKWOOD LAKE OUTFLOW,Below Rte 15,41.0886,-73.6272
